ref,seq,class,proline count,arginine count,lysine count,r/k ratio,aliphatic percent sum,aromaticity,flexibility sum,flexibility_avg,gravy
GCF,309385,WP_017296754.1|RR|CheY,14,15,3,5,0.36915888,0.03738318,204.502976,0.99757549,-0.0738318
GCF,309385,WP_017296701.1|RR|PleD_VieA,33,29,14,2.07142857,0.36394558,0.07142857,575.208143,0.99345102,0.07261905
GCF,309385,WP_017296676.1|RR|VieA,49,58,21,2.76190476,0.33971292,0.08133971,821.291655,0.99309753,-0.0649522
GCF,309385,WP_017296574.1|RR|CheY,6,5,4,1.25,0.3968254,0.07142857,116.145548,0.99269699,0.31269841
GCF,309385,WP_017296576.1|RR|CheY,9,4,9,0.44444444,0.36090226,0.03759398,124.080667,1.00065054,-0.0007519
GCF,309385,WP_017296573.1|HK|Classic,52,52,25,2.08,0.33036849,0.07115629,777.44969,0.99929266,-0.2208386
GCF,309385,WP_017296513.1|HK|Hybrid,26,39,19,2.05263158,0.36071429,0.05178571,550.76781,0.9995786,-0.2105357
GCF,309385,WP_017296509.1|RR|PleD,25,29,11,2.63636364,0.35540839,0.06181015,442.629369,0.99691299,-0.1331126
GCF,309385,WP_017296510.1|HK|Hybrid,173,226,75,3.01333333,0.32588273,0.07547781,3077.86701,0.99995679,-0.3548429
GCF,309385,WP_026072710.1|HK|Classic,36,43,17,2.52941176,0.34124629,0.06676558,663.252071,0.99737154,-0.1875371
GCF,309385,WP_026073184.1|RR|CheY,6,13,3,4.33333333,0.37142857,0.05,130.667286,0.9974602,0.025
GCF,309385,WP_026073225.1|RR|OmpR,12,15,13,1.15384615,0.34955752,0.07522124,216.468321,0.99754987,-0.1442478
GCF,309385,WP_040695460.1|HK|Classic,67,74,34,2.17647059,0.32243415,0.08719346,1090.65277,0.99876628,-0.2381471
GCF,309385,WP_040696112.1|HK|CheA,53,54,19,2.84210526,0.35031847,0.03566879,775.060202,0.99878892,-0.1072611
GCF,309385,WP_040697577.1|HK|Classic,26,26,11,2.36363636,0.38292011,0.07713499,351.176655,0.99202445,0.07575758
GCF,309385,WP_040697715.1|HK|Classic,108,105,71,1.47887324,0.34927753,0.07872446,1992.41804,0.99720622,-0.1682113
GCF,309385,WP_071527156.1|HK|Hybrid,118,157,50,3.14,0.34018775,0.06258382,2221.91508,0.99726889,-0.2189093
GCF,309385,WP_071527161.1|RR|PleD,25,33,8,4.125,0.3677686,0.05578512,473.044083,0.99588228,-0.1028926
GCF,309385,WP_071527202.1|HK|Classic,34,38,4,9.5,0.36907216,0.04948454,472.922321,0.99353429,0.04886598
GCF,309385,WP_071527207.1|HK|Hybrid,59,73,15,4.86666667,0.35022523,0.07432432,873.869357,0.99416309,-0.0789414
GCF,309385,WP_071527301.1|HK|Classic,27,28,6,4.66666667,0.35279188,0.06345178,382.330952,0.99306741,0.04974619
GCF,309385,WP_083886991.1|HK|Unorthodox,46,60,19,3.15789474,0.34356553,0.04958678,835.989917,0.99760133,-0.2002361
GCF,309385,WP_083887001.1|HK|Hybrid,64,75,27,2.77777778,0.31539188,0.08309726,1047.31565,0.99744348,-0.2783758
GCF,309385,WP_083887050.1|HK|Hybrid,79,96,23,4.17391304,0.32170881,0.08456844,1136.07845,0.99831147,-0.3364429
GCF,309385,WP_083887097.1|HK|Classic,32,23,8,2.875,0.33481153,0.05099778,439.977786,0.99542485,-0.0791574
GCF,309385,WP_083887103.1|PP|HisKa,10,14,3,4.66666667,0.29139073,0.06622517,142.062262,1.00043846,-0.4205298
GCF,309385,WP_083887114.1|HK|Unorthodox,56,57,26,2.19230769,0.34650456,0.0597771,975.184929,0.9971216,-0.1261398
GCF,309385,WP_083887157.1|HK|Classic,21,26,3,8.66666667,0.34539474,0.04605263,294.771417,0.99922514,-0.2736842
GCF,309385,WP_083887209.1|HK|Hybrid,92,103,22,4.68181818,0.32420091,0.09208524,1301.09124,0.99700478,-0.3272451
GCF,309385,WP_155523472.1|HK|Hybrid,95,117,40,2.925,0.34066625,0.07102451,1578.99594,0.9981011,-0.2360151
GCF,309385,WP_155523480.1|HK|Classic,24,26,10,2.6,0.42723005,0.07042254,411.452274,0.9866961,0.4056338
GCF,309385,WP_155523494.1|RR|CheY,7,1,7,0.14285714,0.392,0.04,116.187726,1.00161833,0.1872
GCF,309385,WP_155523947.1|RR|NarL,13,14,8,1.75,0.36842105,0.03349282,199.635452,0.99817726,-0.0186603
GCF,309385,WP_196358114.1|HK|Classic,37,42,14,3,0.37041885,0.06937173,751.099107,0.99483325,-0.0596859
GCF,309385,WP_196358116.1|RR|CheY,8,5,4,1.25,0.33050847,0.05084746,108.854798,0.99866787,-0.1872881
GCF,309385,WP_196358198.1|HK|Hybrid,69,80,14,5.71428571,0.34137291,0.07884972,1064.02629,0.99534732,-0.203154
GCF,309385,WP_225886962.1|RR|RpfG,26,27,8,3.375,0.34097421,0.06590258,338.664405,0.99607178,-0.1352436
GCF,309385,WP_225886981.1|RR|unclassified,20,21,13,1.61538462,0.34017595,0.06451613,330.378845,0.995117,-0.0231672
GCF,309385,WP_225887029.1|RR|CheY,9,9,9,1,0.29585799,0.07692308,160.015179,1.00009487,-0.0727811
GCF,309385,WP_225887031.1|RR|OmpR,19,20,8,2.5,0.36546185,0.07228916,238.696155,0.99456731,0.03253012
GCF,309385,WP_225887070.1|RR|CheY,8,9,4,2.25,0.37234043,0.04255319,84.8595833,0.99834804,0.11808511
GCF,309385,WP_225887090.1|PP|HisKa,37,36,12,3,0.31860037,0.05709024,534.125202,1.00023446,-0.1900552
GCF,309385,WP_225887118.1|HK|Classic,63,61,23,2.65217391,0.33901919,0.07782516,925.812226,0.9965686,-0.1418977
GCF,309385,WP_226896354.1|HK|Hybrid,28,24,11,2.18181818,0.39583333,0.0390625,374.165226,0.99777394,0.03072917
GCF,312165,WP_002756642.1|RR|RsbU,26,20,15,1.33333333,0.31481481,0.10582011,367.674774,0.9964086,-0.1386243
GCF,312165,WP_002757113.1|RR|CheY,13,13,18,0.72222222,0.35763889,0.06597222,278.805179,0.99930172,-0.1045139
GCF,312165,WP_002757139.1|HK|Hybrid,27,29,45,0.64444444,0.33697135,0.07230559,722.757548,0.99828391,-0.1210095
GCF,312165,WP_002757614.1|RR|CheY,5,9,8,1.125,0.34710744,0.0661157,111.587571,0.9963176,-0.0107438
GCF,312165,WP_002757839.1|RR|NarL,10,17,12,1.41666667,0.2987013,0.06493506,223.295298,1.00583467,-0.4636364
GCF,312165,WP_002758107.1|PP|HisKa,14,13,15,0.86666667,0.33684211,0.05614035,275.975048,0.99990959,-0.034386
GCF,312165,WP_002758146.1|RR|CheY,6,5,19,0.26315789,0.28021978,0.07692308,174.272488,1.00735542,-0.4
GCF,312165,WP_002758476.1|HK|Classic,28,31,24,1.29166667,0.3215859,0.0814978,444.146405,0.99808181,-0.1367841
GCF,312165,WP_002758477.1|RR|OmpR,17,19,8,2.375,0.35652174,0.05217391,220.607024,0.99822183,-0.1169565
GCF,312165,WP_002758487.1|HK|Classic,40,42,41,1.02439024,0.32942708,0.0859375,758.225952,0.99898017,-0.178125
GCF,312165,WP_002758488.1|RR|CheY,5,10,9,1.11111111,0.34459459,0.06081081,139.077905,1.00056047,-0.2567568
GCF,312165,WP_002758490.1|HK|Hybrid,21,19,25,0.76,0.35294118,0.05370844,382.474488,1.00124212,-0.1058824
GCF,312165,WP_002758972.1|RR|OmpR,13,16,11,1.45454545,0.34934498,0.09170306,219.260702,0.99663956,-0.0165939
GCF,312165,WP_002759227.1|RR|NarL,13,9,9,1,0.43809524,0.01904762,200.734357,0.99867839,0.24238095
GCF,312165,WP_002759229.1|HK|Classic,38,42,20,2.1,0.35838926,0.09261745,728.047262,0.98919465,0.13865772
GCF,312165,WP_002759341.1|HK|Classic,27,56,22,2.54545455,0.32884097,0.06199461,731.639381,0.99814377,-0.2820755
GCF,312165,WP_002759706.1|HK|Classic,19,29,20,1.45,0.32101617,0.08083141,424.239988,1.00056601,-0.3210162
GCF,312165,WP_002759707.1|RR|OmpR,14,24,6,4,0.336,0.08,240.079262,0.99617951,-0.1044
GCF,312165,WP_002760142.1|HK|Classic,32,30,34,0.88235294,0.35358255,0.0623053,632.365786,0.99899808,0.00140187
GCF,312165,WP_002760204.1|HK|Hybrid,39,43,26,1.65384615,0.34842767,0.07044025,783.636726,0.99699329,-0.0532075
GCF,312165,WP_002760382.1|HK|Classic,34,48,31,1.5483871,0.31221719,0.06636501,654.526417,1.00080492,-0.4003017
GCF,312165,WP_002760492.1|RR|OmpR,12,21,9,2.33333333,0.31355932,0.07627119,226.545702,0.99799869,-0.2864407
GCF,312165,WP_002760572.1|RR|NarL,16,14,11,1.27272727,0.40084388,0.02953586,226.97406,0.99550026,0.06919831
GCF,312165,WP_002761331.1|RR|NarL,9,18,12,1.5,0.32110092,0.05963303,209.759071,1.00363192,-0.3793578
GCF,312165,WP_002761622.1|PP|HPt,13,10,23,0.43478261,0.35958904,0.05479452,284.051357,1.00371504,-0.2270548
GCF,312165,WP_002761670.1|RR|unclassified,12,19,10,1.9,0.36086957,0.06956522,220.933702,0.99970001,-0.0595652
GCF,312165,WP_002761765.1|RR|CheY,7,5,10,0.5,0.3880597,0.04477612,125.329119,1.00263295,0.03059701
GCF,312165,WP_002761819.1|HK|Classic,17,23,21,1.0952381,0.31510417,0.06510417,375.458881,1.00122368,-0.3734375
GCF,312165,WP_002762449.1|HK|Classic,37,33,29,1.13793103,0.33936652,0.07692308,653.813071,0.99971418,-0.1226244
GCF,312165,WP_002762844.1|RR|NarL,11,14,14,1,0.33035714,0.04017857,215.644143,1.00299601,-0.2790179
GCF,312165,WP_002763386.1|HK|Classic,23,30,15,2,0.34075724,0.07349666,438.231548,0.99598079,-0.1282851
GCF,312165,WP_002763842.1|RR|CheY,5,6,10,0.6,0.37681159,0.05072464,128.716155,0.99779965,-0.0521739
GCF,312165,WP_002763862.1|RR|CheY,26,40,21,1.9047619,0.36131387,0.08576642,536.246643,0.99489173,-0.0220803
GCF,312165,WP_002781934.1|RR|OmpR,17,21,11,1.90909091,0.32644628,0.04958678,233.472238,1.00202677,-0.2714876
GCF,312165,WP_002798623.1|RR|OmpR,12,17,9,1.88888889,0.34146341,0.06097561,236.556167,0.99812729,-0.1536585
GCF,312165,WP_004159301.1|HK|Classic,23,28,13,2.15384615,0.33513514,0.07297297,360.337738,0.99816548,-0.0656757
GCF,312165,WP_004159531.1|HK|Classic,27,24,14,1.71428571,0.31339713,0.0645933,409.224619,1.00054919,-0.2244019
GCF,312165,WP_004159539.1|RR|OmpR,14,21,10,2.1,0.33587786,0.0610687,252.740417,0.99897398,-0.3290076
GCF,312165,WP_004266808.1|HK|Hybrid,39,35,33,1.06060606,0.32436472,0.07922272,660.617619,1.00093579,-0.2269058
GCF,312165,WP_004266842.1|PP|HisKa,27,25,33,0.75757576,0.34192037,0.03512881,421.632655,1.00869056,-0.3793911
GCF,312165,WP_043999005.1|HK|Hybrid,21,19,20,0.95,0.32065217,0.05706522,359.348464,1.00097065,-0.3002717
GCF,312165,WP_043999403.1|RR|PleD,16,20,20,1,0.35369775,0.07395498,301.369512,0.99791229,-0.1141479
GCF,312165,WP_043999551.1|RR|OmpR,14,14,9,1.55555556,0.32300885,0.06637168,217.263274,1.00121324,-0.3765487
GCF,312165,WP_223213007.1|PP|HisKa,24,23,32,0.71875,0.31884058,0.06418219,475.464488,1.00308964,-0.2285714
GCF,312165,WP_223213034.1|HK|Hybrid,22,28,17,1.64705882,0.33776596,0.06382979,366.947595,0.99985721,-0.1422872
GCF,312185,WP_002765033.1|RR|CheY,7,6,9,0.66666667,0.38059701,0.04477612,125.337393,1.00269914,0.00597015
GCF,312185,WP_002764936.1|RR|RsbU,26,18,15,1.2,0.31216931,0.10846561,367.650774,0.99634356,-0.1425926
GCF,312185,WP_002758477.1|RR|OmpR,17,19,8,2.375,0.35652174,0.05217391,220.607024,0.99822183,-0.1169565
GCF,312185,WP_002757614.1|RR|CheY,5,9,8,1.125,0.34710744,0.0661157,111.587571,0.9963176,-0.0107438
GCF,312185,WP_002734727.1|RR|OmpR,17,21,11,1.90909091,0.33057851,0.04958678,233.443738,1.00190446,-0.2491736
GCF,312185,WP_002765530.1|RR|NarL,13,9,9,1,0.44761905,0.01904762,200.659357,0.99830526,0.26666667
GCF,312185,WP_002765532.1|HK|Classic,42,41,20,2.05,0.36107383,0.08993289,727.693262,0.98871367,0.16040268
GCF,312185,WP_002765941.1|HK|Classic,38,33,28,1.17857143,0.33936652,0.07692308,653.635071,0.99944201,-0.1209653
GCF,312185,WP_002766344.1|RR|OmpR,12,16,12,1.33333333,0.34497817,0.09170306,219.155964,0.99616347,-0.0135371
GCF,312185,WP_002766449.1|PP|HisKa,27,26,35,0.74285714,0.34660422,0.03278689,421.568655,1.00853745,-0.3990632
GCF,312185,WP_002766513.1|HK|Hybrid,39,35,33,1.06060606,0.32436472,0.07922272,660.381619,1.00057821,-0.2124066
GCF,312185,WP_002767071.1|RR|NarL,9,18,12,1.5,0.32110092,0.05963303,209.656071,1.0031391,-0.3527523
GCF,312185,WP_002767277.1|RR|NarL,10,18,11,1.63636364,0.2987013,0.06493506,223.205298,1.00542927,-0.4675325
GCF,312185,WP_002767424.1|HK|Hybrid,35,47,25,1.88,0.35471698,0.06540881,783.473821,0.99678603,-0.0627673
GCF,312185,WP_002767660.1|HK|Hybrid,23,19,20,0.95,0.31521739,0.05706522,359.50225,1.00139903,-0.3111413
GCF,312185,WP_002767728.1|HK|Classic,30,49,29,1.68965517,0.31523379,0.06636501,654.302583,1.00046267,-0.392006
GCF,312185,WP_002767912.1|PP|HisKa,14,12,15,0.8,0.34035088,0.05614035,276.002548,1.00000923,-0.0115789
GCF,312185,WP_002768057.1|RR|NarL,18,14,10,1.4,0.4092827,0.02953586,226.89781,0.99516583,0.18776371
GCF,312185,WP_002768123.1|PP|HPt,13,10,23,0.43478261,0.35616438,0.05479452,283.995357,1.00351716,-0.2421233
GCF,312185,WP_002768350.1|HK|Classic,28,24,14,1.71428571,0.31339713,0.06220096,409.459357,1.00112312,-0.2088517
GCF,312185,WP_002768355.1|RR|OmpR,14,21,10,2.1,0.33587786,0.0610687,252.792417,0.99917951,-0.3324427
GCF,312185,WP_002768502.1|RR|OmpR,12,17,9,1.88888889,0.34146341,0.06097561,236.542917,0.99807138,-0.1439024
GCF,312185,WP_002768702.1|RR|OmpR,12,21,8,2.625,0.34375,0.05803571,214.072655,0.99568677,-0.1875
GCF,312185,WP_002768704.1|HK|Classic,32,29,6,4.83333333,0.34751773,0.07328605,411.415345,0.99375687,-1.59E-16
GCF,312185,WP_002768817.1|RR|CheY,27,41,20,2.05,0.35948905,0.08759124,536.173643,0.99475629,-0.0337591
GCF,312185,WP_002768983.1|HK|CheA,71,59,43,1.37209302,0.33654773,0.04918033,1031.40049,1.00330787,-0.1785921
GCF,312185,WP_002769247.1|HK|Hybrid,21,19,25,0.76,0.35549872,0.05370844,382.347488,1.00090965,-0.0953964
GCF,312185,WP_002769250.1|RR|CheY,5,10,9,1.11111111,0.33783784,0.06756757,139.057905,1.00041658,-0.2635135
GCF,312185,WP_002769252.1|HK|Classic,40,41,41,1,0.33289817,0.08746736,756.089214,0.99879685,-0.1724543
GCF,312185,WP_002769552.1|HK|Classic,22,30,15,2,0.34075724,0.07572383,438.216548,0.9959467,-0.1325167
GCF,312185,WP_002770008.1|RR|OmpR,12,21,9,2.33333333,0.31355932,0.07627119,226.543702,0.99798988,-0.3
GCF,312185,WP_002770096.1|HK|Classic,34,27,34,0.79411765,0.35825545,0.06386293,632.057786,0.99851151,0.03676012
GCF,312185,WP_002770120.1|HK|Classic,23,29,14,2.07142857,0.33783784,0.07297297,360.211988,0.99781714,-0.0651351
GCF,312185,WP_002770148.1|RR|CheY,7,4,19,0.21052632,0.28021978,0.07142857,174.084488,1.00626872,-0.3483516
GCF,312185,WP_002770312.1|HK|Classic,19,31,20,1.55,0.32332564,0.07621247,424.349988,1.00082544,-0.3295612
GCF,312185,WP_002770313.1|RR|OmpR,14,24,6,4,0.332,0.084,240.038262,0.99600939,-0.1036
GCF,312185,WP_002770726.1|HK|Classic,25,56,19,2.94736842,0.32749326,0.06738544,731.306381,0.99768947,-0.261186
GCF,312185,WP_002771069.1|RR|NarL,12,14,13,1.07692308,0.33185841,0.04867257,217.504143,1.00232324,-0.2300885
GCF,312185,WP_002771895.1|HK|Classic,29,27,26,1.03846154,0.32378855,0.08370044,444.151405,0.99809304,-0.1237885
GCF,312185,WP_002772020.1|RR|CheY,13,14,18,0.77777778,0.35416667,0.06597222,278.970179,0.99989311,-0.1347222
GCF,312185,WP_002772102.1|HK|Hybrid,31,29,44,0.65909091,0.33424284,0.07230559,722.885548,0.9984607,-0.1282401
GCF,312185,WP_002772247.1|HK|Classic,17,22,21,1.04761905,0.30989583,0.06510417,375.737881,1.00196768,-0.3942708
GCF,312185,WP_043996744.1|RR|OmpR,14,16,9,1.77777778,0.31858407,0.06637168,217.361274,1.00166486,-0.410177
GCF,312185,WP_043996837.1|RR|PleD,16,19,22,0.86363636,0.34516129,0.07096774,300.526262,0.99842612,-0.1429032
GCF,312185,WP_223211820.1|HK|Hybrid,22,23,20,1.15,0.33776596,0.06382979,367.93306,1.0025424,-0.1986702
GCF,312185,WP_223211864.1|PP|HisKa,22,23,32,0.71875,0.3153527,0.06431535,474.653488,1.00349575,-0.2323651
GCF,312205,WP_002739319.1|RR|OmpR,16,21,10,2.1,0.33587786,0.0610687,252.723417,0.99890679,-0.3358779
GCF,312205,WP_002737332.1|RR|NarL,10,18,11,1.63636364,0.2987013,0.06493506,223.231298,1.00554639,-0.4675325
GCF,312205,WP_002737320.1|RR|NarL,14,9,9,1,0.43809524,0.01904762,200.771357,0.99886247,0.24
GCF,312205,WP_002737246.1|RR|OmpR,12,21,9,2.33333333,0.31355932,0.07627119,226.492702,0.99776521,-0.2881356
GCF,312205,WP_002736267.1|RR|OmpR,13,17,9,1.88888889,0.34146341,0.06097561,236.541167,0.99806399,-0.1520325
GCF,312205,WP_002734727.1|RR|OmpR,17,21,11,1.90909091,0.33057851,0.04958678,233.443738,1.00190446,-0.2491736
GCF,312205,WP_002731846.1|RR|CheY,13,15,16,0.9375,0.36111111,0.06597222,278.722179,0.99900422,-0.1079861
GCF,312205,WP_002742402.1|RR|NarL,9,19,12,1.58333333,0.31651376,0.05963303,209.751071,1.00359364,-0.3944954
GCF,312205,WP_002744217.1|RR|OmpR,12,18,10,1.8,0.34934498,0.08733624,219.181679,0.99628036,-0.0436681
GCF,312205,WP_002753355.1|HK|Classic,25,56,22,2.54545455,0.32614555,0.06469003,731.528048,0.99799188,-0.2938005
GCF,312205,WP_002753664.1|HK|Hybrid,36,37,34,1.08823529,0.3303438,0.07922272,660.364619,1.00055245,-0.2001495
GCF,312205,WP_002773110.1|HK|Classic,23,30,15,2,0.34075724,0.07126949,438.299548,0.99613534,-0.1211581
GCF,312205,WP_002773187.1|HK|Classic,17,22,20,1.1,0.3203125,0.06510417,375.392881,1.00104768,-0.3494792
GCF,312205,WP_002773209.1|HK|Classic,24,25,15,1.66666667,0.30861244,0.0645933,409.484155,1.00118375,-0.2593301
GCF,312205,WP_002773364.1|HK|Classic,43,43,20,2.15,0.35838926,0.09261745,727.754833,0.98879733,0.14389262
GCF,312205,WP_002773459.1|HK|Classic,37,32,28,1.14285714,0.34238311,0.07993967,653.3875,0.99906346,-0.0978884
GCF,312205,WP_002774124.1|HK|Classic,23,28,13,2.15384615,0.33783784,0.07297297,360.175845,0.99771702,-0.0705405
GCF,312205,WP_002774300.1|HK|Classic,31,50,29,1.72413793,0.31523379,0.06485671,654.280583,1.00042903,-0.3853695
GCF,312205,WP_002774516.1|RR|CheY,7,6,11,0.54545455,0.3880597,0.04477612,125.308119,1.00246495,0.02014925
GCF,312205,WP_002775218.1|RR|NarL,12,13,14,0.92857143,0.32743363,0.04867257,217.670143,1.00308822,-0.2632743
GCF,312205,WP_002775264.1|HK|Hybrid,34,45,25,1.8,0.35651075,0.06700379,779.131726,0.99633213,-0.0594185
GCF,312205,WP_002775501.1|RR|OmpR,17,19,8,2.375,0.35217391,0.06086957,220.399024,0.99728065,-0.1056522
GCF,312205,WP_002775503.1|HK|Classic,29,29,25,1.16,0.32378855,0.08370044,444.103405,0.99798518,-0.1264317
GCF,312205,WP_002776120.1|RR|OmpR,14,24,6,4,0.33466135,0.07968127,241.176262,0.99659612,-0.1059761
GCF,312205,WP_002776121.1|HK|Classic,20,29,20,1.45,0.3187067,0.07852194,424.439988,1.00103771,-0.3334873
GCF,312205,WP_002776134.1|HK|Hybrid,31,29,45,0.64444444,0.33287858,0.07230559,722.735548,0.99825352,-0.1225102
GCF,312205,WP_002776815.1|RR|CheY,26,40,20,2,0.36313869,0.08759124,535.972643,0.99438338,-0.0023723
GCF,312205,WP_002776839.1|RR|OmpR,14,15,8,1.875,0.31858407,0.06637168,217.409964,1.00188924,-0.3942478
GCF,312205,WP_002777483.1|HK|Hybrid,20,19,27,0.7037037,0.35294118,0.05370844,382.708488,1.00185468,-0.1102302
GCF,312205,WP_002777485.1|RR|CheY,5,10,9,1.11111111,0.34459459,0.06081081,139.069905,1.00050291,-0.252027
GCF,312205,WP_002777487.1|HK|Classic,40,42,41,1.02439024,0.33159269,0.08616188,756.294976,0.99906866,-0.1822454
GCF,312205,WP_002777749.1|RR|RsbU,27,18,16,1.125,0.32010582,0.1031746,367.862774,0.99691809,-0.1203704
GCF,312205,WP_002778302.1|PP|HPt,22,23,43,0.53488372,0.33962264,0.06132075,630.90325,1.00622528,-0.3913522
GCF,312205,WP_002778443.1|PP|HPt,13,11,19,0.57894737,0.35958904,0.05136986,284.006107,1.00355515,-0.2390411
GCF,312205,WP_002778705.1|HK|Classic,35,31,36,0.86111111,0.35981308,0.06386293,632.165786,0.99868213,0.0152648
GCF,312205,WP_002779025.1|HK|CheA,71,54,39,1.38461538,0.33365854,0.05268293,1018.13257,1.00209899,-0.161561
GCF,312205,WP_002793002.1|RR|CheY,7,5,19,0.26315789,0.29120879,0.07692308,174.347488,1.00778895,-0.378022
GCF,312205,WP_043997166.1|HK|Hybrid,22,20,19,1.05263158,0.31793478,0.05706522,359.30425,1.00084749,-0.3119565
GCF,312205,WP_043997383.1|RR|NarL,16,14,9,1.55555556,0.37552743,0.03797468,226.98506,0.99554851,0.07299578
GCF,312205,WP_052578108.1|PP|HisKa,13,13,15,0.86666667,0.32280702,0.05964912,276.384548,1.00139329,-0.0754386
GCF,312205,WP_230458607.1|PP|HisKa,22,23,33,0.6969697,0.31742739,0.06224066,474.661488,1.00351266,-0.2338174
GCF,312205,WP_230458619.1|RR|CheY,6,4,11,0.36363636,0.35460993,0.03546099,132.087274,1.00066117,-0.0567376
GCF,312225,WP_002768502.1|RR|OmpR,12,17,9,1.88888889,0.34146341,0.06097561,236.542917,0.99807138,-0.1439024
GCF,312225,WP_002768355.1|RR|OmpR,14,21,10,2.1,0.33587786,0.0610687,252.792417,0.99917951,-0.3324427
GCF,312225,WP_002758477.1|RR|OmpR,17,19,8,2.375,0.35652174,0.05217391,220.607024,0.99822183,-0.1169565
GCF,312225,WP_002737332.1|RR|NarL,10,18,11,1.63636364,0.2987013,0.06493506,223.231298,1.00554639,-0.4675325
GCF,312225,WP_002734727.1|RR|OmpR,17,21,11,1.90909091,0.33057851,0.04958678,233.443738,1.00190446,-0.2491736
GCF,312225,WP_002785224.1|HK|Classic,25,56,19,2.94736842,0.32749326,0.06469003,731.425381,0.99785182,-0.2712938
GCF,312225,WP_002785295.1|HK|Classic,41,42,40,1.05,0.33159269,0.08616188,756.206214,0.99895141,-0.1785901
GCF,312225,WP_002785297.1|RR|CheY,5,10,9,1.11111111,0.34459459,0.06081081,138.979905,0.99985543,-0.2547297
GCF,312225,WP_002785299.1|HK|Hybrid,21,19,25,0.76,0.35549872,0.05370844,382.445488,1.0011662,-0.0961637
GCF,312225,WP_002785387.1|RR|CheY,5,9,8,1.125,0.34710744,0.0661157,111.640571,0.99679082,-0.0305785
GCF,312225,WP_002786246.1|RR|RsbU,27,18,18,1,0.31216931,0.1031746,368.066774,0.99747093,-0.1489418
GCF,312225,WP_002786340.1|RR|OmpR,12,18,10,1.8,0.34497817,0.09170306,219.230964,0.99650438,-0.0545852
GCF,312225,WP_002786567.1|RR|NarL,9,19,11,1.72727273,0.32110092,0.05963303,209.562071,1.00268934,-0.3555046
GCF,312225,WP_002786793.1|RR|CheY,14,14,17,0.82352941,0.35416667,0.06597222,278.891179,0.99960996,-0.1201389
GCF,312225,WP_002786914.1|HK|Classic,31,49,29,1.68965517,0.31523379,0.06636501,654.238583,1.00036481,-0.3879336
GCF,312225,WP_002786943.1|RR|CheY,7,6,9,0.66666667,0.38059701,0.04477612,125.278464,1.00222771,-0.0059701
GCF,312225,WP_002787070.1|HK|Classic,20,29,19,1.52631579,0.32325581,0.07906977,421.21925,1.00052078,-0.3062791
GCF,312225,WP_002787071.1|RR|OmpR,14,24,6,4,0.324,0.084,240.064262,0.99611727,-0.1236
GCF,312225,WP_002787204.1|HK|Hybrid,35,47,23,2.04347826,0.36020151,0.06675063,782.097631,0.99630271,-0.0299748
GCF,312225,WP_002787322.1|RR|PleD,15,20,22,0.90909091,0.3483871,0.06129032,300.562262,0.99854572,-0.1383871
GCF,312225,WP_002787402.1|PP|HPt,14,10,22,0.45454545,0.35958904,0.05479452,284.028357,1.00363377,-0.2243151
GCF,312225,WP_002787487.1|HK|Classic,42,43,21,2.04761905,0.36107383,0.09127517,727.78319,0.98883586,0.15489933
GCF,312225,WP_002787548.1|HK|Hybrid,38,35,34,1.02941176,0.32585949,0.08071749,660.321619,1.0004873,-0.2110613
GCF,312225,WP_002787874.1|RR|NarL,11,14,14,1,0.34070796,0.04867257,217.301143,1.00138776,-0.2216814
GCF,312225,WP_002787947.1|PP|HisKa,13,13,15,0.86666667,0.32982456,0.05614035,276.280548,1.00101648,-0.0736842
GCF,312225,WP_002788235.1|PP|HisKa,22,23,31,0.74193548,0.31941545,0.06471816,471.303012,1.00277237,-0.219833
GCF,312225,WP_002788745.1|RR|OmpR,12,21,9,2.33333333,0.31355932,0.07627119,226.514702,0.99786213,-0.2864407
GCF,312225,WP_002788795.1|HK|Classic,34,27,36,0.75,0.34579439,0.06386293,632.781786,0.99965527,-0.0286604
GCF,312225,WP_002788834.1|RR|CheY,7,4,19,0.21052632,0.28021978,0.07142857,174.135488,1.00656352,-0.3637363
GCF,312225,WP_002788848.1|HK|Classic,23,28,14,2,0.34054054,0.07297297,360.121988,0.99756783,-0.0551351
GCF,312225,WP_002788936.1|HK|CheA,71,59,44,1.34090909,0.33269045,0.05014465,1031.50349,1.00340806,-0.195757
GCF,312225,WP_002788961.1|RR|NarL,9,9,15,0.6,0.35211268,0.05164319,204.282583,1.00138521,-0.2446009
GCF,312225,WP_002789112.1|HK|Classic,29,27,25,1.08,0.3215859,0.0814978,444.230405,0.99827057,-0.1394273
GCF,312225,WP_002789391.1|HK|Classic,25,25,15,1.66666667,0.31339713,0.06220096,409.548893,1.00134204,-0.2303828
GCF,312225,WP_002789923.1|RR|CheY,25,40,21,1.9047619,0.36131387,0.08576642,536.350643,0.99508468,-0.0308394
GCF,312225,WP_002789931.1|RR|CheY,3,3,6,0.5,0.31168831,0.09090909,68.1832976,1.00269555,-0.2636364
GCF,312225,WP_002790089.1|HK|Classic,37,34,27,1.25925926,0.3438914,0.07843137,653.2855,0.99890749,-0.0971342
GCF,312225,WP_002790550.1|HK|Hybrid,21,18,19,0.94736842,0.31793478,0.05706522,359.45025,1.00125418,-0.3065217
GCF,312225,WP_002790688.1|RR|NarL,14,9,9,1,0.43333333,0.01904762,200.788357,0.99894705,0.23095238
